t_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,temp_c
1.9535,0.0991,-0.3037,-1.0076,2.214,-2.420,-1.137,25.98
1.9636,0.1018,-0.3059,-1.0054,2.313,-2.718,-1.252,26.18
1.9726,0.1042,-0.3052,-1.0066,2.168,-2.756,-1.092,26.32
1.9883,0.1028,-0.3052,-1.0027,2.015,-2.221,-1.046,26.18
1.9973,0.0984,-0.3083,-1.0034,2.084,-2.634,-0.931,26.13
2.0026,0.0999,-0.3110,-1.0095,4.153,-5.618,-1.618,26.51
2.0154,0.0962,-0.3074,-1.0107,1.947,-2.374,-1.351,25.98
2.0247,0.1030,-0.3083,-1.0103,2.061,-3.168,-1.573,26.80
2.0404,0.1023,-0.3066,-1.0005,2.275,-2.405,-1.122,26.03
2.0438,0.1003,-0.3042,-1.0056,1.878,-2.061,-0.847,25.79
2.0548,0.0979,-0.3052,-1.0076,2.191,-2.649,-1.305,26.51
2.0705,0.0969,-0.3042,-1.0056,2.221,-2.924,-1.183,26.13
2.0728,0.1047,-0.3000,-0.9961,-3.076,6.634,0.053,26.32
2.0861,0.0957,-0.3069,-1.0002,2.092,-2.321,-1.252,26.27
2.0976,0.0989,-0.3054,-1.0051,2.275,-2.924,-1.496,26.03
2.1027,0.0991,-0.3101,-1.0059,4.168,-6.565,-1.771,26.37
2.1128,0.1023,-0.3069,-1.0115,2.198,-2.504,-1.511,25.98
2.1280,0.1003,-0.3074,-1.0100,1.947,-2.252,-1.076,26.13
2.1328,0.0918,-0.3091,-1.0071,1.084,0.023,-1.168,26.32
2.1429,0.0940,-0.3047,-1.0063,2.489,-3.359,-1.748,26.37
2.1568,0.1038,-0.3008,-1.0046,1.901,-2.389,-1.237,26.51
2.1639,0.1052,-0.3074,-1.0120,1.794,-2.023,-1.198,26.46
2.1731,0.1001,-0.3000,-1.0076,2.244,-2.374,-1.427,26.03
2.1862,0.0957,-0.3076,-1.0071,2.023,-2.565,-1.023,26.18
2.1959,0.0964,-0.3064,-1.0093,2.244,-3.160,-1.137,26.27
2.2025,0.0947,-0.3110,-1.0090,2.206,-2.382,-1.420,26.46
2.2131,0.0996,-0.3030,-1.0100,2.466,-2.985,-1.496,26.18
2.2256,0.0972,-0.3079,-1.0042,2.031,-2.756,-1.206,26.18
2.2363,0.0964,-0.3083,-0.9976,2.275,-2.603,-1.298,26.46
2.2428,0.0994,-0.3049,-1.0051,1.634,-2.687,-1.450,25.98
2.2589,0.1001,-0.3044,-1.0049,2.053,-1.916,-0.931,26.46
2.2658,0.0935,-0.3081,-1.0081,1.901,-2.740,-0.878,25.94
2.2736,0.1018,-0.3030,-1.0049,1.359,-1.748,-0.824,26.51
2.2840,0.1040,-0.3127,-1.0081,2.023,-2.664,-0.954,25.98
2.2946,0.0991,-0.3047,-1.0054,1.771,-2.160,-1.145,26.18
2.3071,0.0964,-0.3083,-1.0100,1.931,-2.397,-1.206,26.03
2.3138,0.0952,-0.3030,-1.0073,3.809,-5.511,-1.969,26.80
2.3229,0.0969,-0.3044,-1.0051,2.237,-3.000,-1.817,26.18
2.3362,0.0959,-0.3044,-1.0085,2.244,-2.863,-1.405,25.98
2.3428,0.1003,-0.3081,-1.0120,1.786,-1.626,-1.382,26.18
2.3556,0.0984,-0.3030,-1.0063,2.198,-2.664,-1.626,26.51
2.3650,0.0957,-0.3037,-1.0117,1.008,0.130,-1.107,26.27
2.3752,0.0964,-0.3040,-1.0063,2.038,-2.260,-1.382,26.56
2.3861,0.0938,-0.3064,-1.0142,2.321,-2.626,-1.374,26.32
2.3947,0.1006,-0.3052,-1.0093,1.931,-2.313,-1.405,26.27
2.4079,0.0989,-0.3054,-1.0098,2.458,-2.397,-1.443,26.46
2.4163,0.0969,-0.3027,-1.0103,5.664,-7.985,-2.137,25.84
2.4228,0.0979,-0.3047,-1.0029,2.130,-3.344,-1.290,26.46
2.4374,0.1057,-0.3018,-1.0068,2.023,-2.031,-1.053,26.13
2.4429,0.0991,-0.3064,-1.0088,4.863,-7.412,-1.809,26.18
2.4576,0.0984,-0.3062,-1.0083,2.107,-2.389,-0.916,26.18
2.4647,0.0994,-0.3052,-1.0107,2.153,-2.359,-1.305,26.37
2.4731,0.0955,-0.3079,-1.0049,2.229,-2.756,-0.954,26.27
2.4849,0.0979,-0.3062,-1.0083,2.405,-2.847,-1.092,25.98
2.4946,0.1013,-0.3071,-1.0046,2.412,-3.137,-1.527,26.37
2.5026,0.1018,-0.3064,-1.0120,2.275,-3.290,-1.389,26.18
2.5180,0.1011,-0.3086,-1.0110,1.824,-2.351,-1.038,26.37
2.5256,0.1006,-0.3062,-1.0088,0.458,-0.206,-0.947,25.50
2.5395,0.0969,-0.3076,-1.0066,2.267,-3.168,-1.656,25.98
2.5430,0.1035,-0.3103,-1.0090,2.435,-3.176,-1.580,26.18
2.5581,0.0986,-0.3071,-1.0112,2.023,-2.504,-1.397,25.94
2.5674,0.0962,-0.3074,-1.0125,2.153,-2.702,-1.542,26.32
2.5835,0.0996,-0.3049,-1.0027,2.351,-3.206,-1.656,26.03
2.5876,0.1013,-0.3054,-1.0181,2.191,-2.855,-1.534,26.32
2.5952,0.1011,-0.3049,-1.0044,2.443,-2.435,-1.458,26.18
2.6066,0.0996,-0.3081,-1.0083,2.290,-2.344,-1.427,26.03
2.6183,0.1003,-0.3059,-1.0022,2.122,-2.817,-1.519,26.37
2.6280,0.0991,-0.3037,-1.0129,1.969,-2.366,-1.634,26.80
2.6329,0.1025,-0.3049,-1.0090,1.863,-2.008,-1.420,26.27
2.6435,0.1025,-0.3083,-1.0071,2.198,-2.382,-1.321,26.37
2.6538,0.0991,-0.3071,-1.0051,2.427,-2.519,-1.412,26.18
2.6639,0.0950,-0.3086,-1.0061,2.450,-2.809,-1.275,26.27
2.6726,0.0986,-0.3059,-1.0034,2.473,-3.076,-1.824,26.32
2.6880,0.0994,-0.3027,-1.0115,2.198,-2.450,-1.519,26.27
2.6980,0.1016,-0.3059,-1.0078,2.069,-2.687,-1.527,26.27
2.7046,0.1047,-0.3035,-1.0088,1.603,-0.901,-1.221,25.98
2.7193,0.1021,-0.3069,-1.0100,1.954,-2.122,-1.000,26.27
2.7252,0.1045,-0.3032,-1.0083,4.069,-7.298,-1.603,26.51
2.7348,0.1006,-0.3096,-1.0103,2.122,-2.878,-1.023,26.32
2.7434,0.0967,-0.3086,-1.0049,2.244,-3.122,-1.107,26.18
2.7541,0.0984,-0.3052,-1.0061,2.122,-2.855,-1.076,26.27
2.7634,0.0955,-0.3064,-1.0049,2.191,-3.145,-1.084,26.27
2.7726,0.0967,-0.3054,-1.0132,2.321,-3.160,-1.405,26.27
