t_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,temp_c
2.1749,0.0916,-0.1829,-0.8423,-60.053,18.924,11.344,26.13
2.1857,0.2793,-0.2231,-0.9529,-63.076,-1.053,9.374,26.03
2.1950,0.3782,-0.1521,-1.0364,-59.847,31.939,10.603,25.98
2.2027,0.1848,-0.3291,-0.9629,-64.359,35.458,4.878,25.98
2.2165,0.1135,-0.3870,-1.0237,-56.756,9.046,-18.527,25.94
2.2345,0.4736,-0.0488,-1.0518,-57.985,7.008,-19.595,25.79
2.2379,0.4368,-0.0444,-1.0498,-54.725,14.740,3.458,26.13
2.2435,0.3589,-0.1465,-1.0515,-60.649,25.023,-1.763,25.79
2.2563,0.2061,-0.2202,-0.9824,-61.527,13.916,-1.771,26.32
2.2733,0.2344,-0.1907,-1.0842,-56.687,14.924,-5.198,25.94
2.2828,0.2966,-0.1357,-1.1338,-61.038,13.260,-20.573,25.94
2.2868,0.3411,-0.1116,-1.1187,-56.641,4.198,-9.931,26.32
2.2992,0.2927,0.0032,-1.2249,-63.183,20.664,-29.733,26.03
2.3050,0.3572,-0.0112,-1.1814,-70.405,17.008,-9.962,26.13
2.3152,0.3765,-0.0535,-1.1335,-71.634,24.191,-21.878,25.98
2.3235,0.3801,-0.0525,-1.0837,-77.511,26.947,-14.733,26.46
2.3360,0.2737,-0.0132,-0.9224,-75.679,13.275,-2.374,26.32
2.3456,0.5017,0.0188,-1.0649,-77.198,12.336,-33.656,25.65
2.3549,0.5288,0.0166,-1.0520,-89.206,32.947,2.748,25.98
2.3651,0.2839,-0.0605,-1.0684,-83.947,48.206,-14.664,26.13
2.3790,0.1912,-0.1755,-0.9727,-80.046,18.969,-24.725,26.27
2.3848,0.3645,0.1621,-0.9526,-76.763,6.374,-28.855,25.50
2.3986,0.6123,0.1824,-0.9949,-82.786,21.740,-19.603,25.94
2.4090,0.3975,0.1057,-0.9539,-89.542,49.435,3.427,25.98
2.4212,0.3149,0.1277,-0.9707,-86.489,27.489,-5.107,25.98
2.4236,0.3682,0.0874,-1.0037,-86.084,18.962,-11.573,25.94
2.4367,0.3674,0.0493,-1.0115,-89.847,37.954,-7.290,25.98
2.4525,0.3977,-0.0247,-0.9854,-86.550,27.733,-20.267,26.27
2.4551,0.5588,0.0527,-1.0066,-85.901,22.000,-21.565,25.84
2.4659,0.6353,0.0552,-1.0461,-87.847,37.092,-21.679,25.94
2.4745,0.5249,0.0681,-1.0938,-90.031,47.916,-18.511,25.94
2.4872,0.3442,0.1118,-1.1331,-89.863,42.641,-31.740,25.98
2.4934,0.3638,0.1545,-1.2014,-91.580,34.389,-42.275,25.98
2.5088,0.5754,0.2253,-1.2786,-86.771,26.099,-49.160,26.37
2.5168,0.6860,0.2947,-1.3320,-92.313,32.069,-41.336,25.94
2.5241,0.6426,0.0408,-1.3762,-94.435,49.435,-31.458,25.84
2.5369,0.6274,0.0457,-1.3645,-93.458,37.397,-47.779,25.79
2.5459,0.8083,0.1072,-1.4380,-99.954,36.595,-60.695,25.74
2.5558,0.7112,0.1252,-1.5425,-114.298,83.847,-34.405,25.79
2.5727,0.1887,-0.0984,-1.4294,-121.382,79.244,-42.809,26.27
2.5751,0.1741,-0.0769,-1.5105,-113.847,55.618,-58.634,26.32
2.5889,0.3931,0.1768,-1.3821,-126.244,30.137,-67.107,25.98
2.5984,1.2808,-0.1128,-1.7893,-140.076,38.298,-19.336,25.84
2.6114,1.3223,-0.4585,-2.0000,-157.374,120.313,16.969,25.65
2.6170,1.0334,-0.6899,-2.0000,-150.573,149.534,25.374,25.98
2.6301,0.0620,-0.8728,-2.0000,-157.267,122.389,9.473,26.18
2.6340,0.0122,-1.1853,-2.0000,-146.046,77.107,-34.687,25.94
2.6471,0.5093,-1.1011,-2.0000,-141.527,14.084,-88.374,25.84
2.6554,0.8394,-0.5364,-2.0000,-115.527,95.237,-156.840,25.98
2.6689,0.4685,0.4158,-2.0000,-143.061,71.817,-67.405,26.18
2.6767,0.5427,-0.2336,-2.0000,-151.397,74.298,-77.580,26.46
2.6835,0.4297,-0.3330,-2.0000,-152.702,99.076,-53.870,25.41
2.7011,-0.0796,-0.7903,-2.0000,-110.519,121.153,-105.206,26.18
2.7054,-0.4272,0.2295,-1.5518,-108.733,27.359,-120.198,25.50
2.7184,0.1487,-0.3232,-1.1399,-102.351,-3.481,-170.336,26.27
2.7267,0.3728,0.0002,-1.0930,-93.275,15.023,-81.634,25.98
2.7384,-0.2766,-0.2375,-0.6787,-70.916,28.763,-13.931,26.13
2.7495,-0.4612,0.6138,-0.6218,-49.122,-60.763,-71.618,26.03
2.7555,0.0837,0.3291,-0.6375,-62.107,-102.557,-33.168,26.03
2.7691,0.9983,-0.7705,-0.7527,-47.305,10.885,63.565,25.94
2.7793,0.3425,-0.8037,-0.4695,-26.626,59.802,100.450,26.18
2.7862,-0.5190,-1.3962,-0.3486,29.893,-23.672,57.061,26.03
2.7950,-0.4541,-1.0457,-0.3318,73.878,-83.504,-29.687,25.84
2.8045,0.3242,-0.3860,-0.3855,105.969,-133.695,-52.038,26.13
2.8156,0.7913,-0.1074,-0.4641,104.725,-70.198,30.344,25.94
2.8252,0.0508,-0.1802,-0.3362,111.183,-36.420,58.695,25.98
2.8352,-0.2866,-0.4856,-0.3879,139.214,-96.450,41.603,26.18
2.8485,0.0825,-0.3044,-0.4497,174.885,-144.611,11.626,26.03
2.8549,0.3992,-0.3657,-0.5400,184.985,-133.053,0.511,25.79
2.8695,0.4167,-0.2751,-0.6450,211.069,-83.267,43.626,25.98
2.8736,0.3003,-0.2664,-0.6123,214.626,-85.336,38.924,25.50
2.8854,0.2878,-0.4155,-0.7778,240.389,-122.725,18.580,26.27
2.8949,0.4546,-0.2761,-0.8723,250.130,-125.641,18.237,25.74
2.9039,0.5959,-0.2515,-0.9829,250.130,-102.496,25.832,26.27
2.9159,0.4937,-0.2061,-1.0657,250.130,-86.695,45.649,25.84
2.9276,0.4438,-0.1895,-1.1045,250.130,-83.366,50.023,25.84
2.9398,0.5449,-0.0583,-1.2026,250.130,-89.031,65.427,25.94
2.9430,0.6011,-0.0847,-1.1970,250.130,-91.847,79.115,25.74
2.9548,0.6646,-0.0583,-1.2168,250.130,-76.626,90.557,25.94
2.9703,0.6865,0.0173,-1.2031,250.130,-77.298,120.611,25.98
2.9817,0.7104,-0.0122,-1.2544,250.130,-69.450,128.359,26.27
2.9842,0.7463,-0.0161,-1.2268,250.130,-69.008,136.916,25.94
2.9992,0.6660,-0.0151,-1.2922,250.130,-66.718,143.771,26.03
3.0041,0.6648,0.0161,-1.3020,250.130,-75.756,144.137,26.37
